pokemon,tm_number,move_name
Seaking,84,Poison Jab
Seaking,87,Swagger
Seaking,90,Substitute
Seaking,95,Surf
Seaking,99,Waterfall
Staryu,8,Thunder Wave
Staryu,9,Flip Turn
Staryu,13,Ice Beam
Staryu,16,Light Screen
Staryu,17,Protect
Staryu,19,Power Gem
Staryu,27,Swift
Staryu,31,Reflect
Staryu,35,Endure
Staryu,41,Water Pulse
Staryu,48,Self-Destruct
Staryu,49,Icy Wind
Staryu,51,Safeguard
Staryu,63,Psychic
Staryu,67,Thunderbolt
Staryu,70,Whirlpool
Staryu,73,Surf
Staryu,84,Flash Cannon
Staryu,85,Substitute
Staryu,92,Dazzling Gleam
Staryu,96,Hydro Pump
Staryu,98,Waterfall
Staryu,105,Blizzard
Staryu,106,Thunder
Staryu,109,Facade
Staryu,147,Tri Attack
Staryu,148,Scald
Starmie,1,Headbutt
Starmie,3,Psyshock
Starmie,8,Thunder Wave
Starmie,9,Flip Turn
Starmie,11,Bulk Up
Starmie,13,Ice Beam
Starmie,16,Light Screen
Starmie,17,Protect
Starmie,19,Power Gem
Starmie,27,Swift
Starmie,31,Reflect
Starmie,35,Endure
Starmie,41,Water Pulse
Starmie,44,Hyper Beam
Starmie,47,Agility
Starmie,48,Self-Destruct
Starmie,49,Icy Wind
Starmie,51,Safeguard
Starmie,55,Giga Impact
Starmie,56,Double-Edge
Starmie,59,Zen Headbutt
Starmie,63,Psychic
Starmie,67,Thunderbolt
Starmie,70,Whirlpool
Starmie,73,Surf
Starmie,76,Liquidation
Starmie,84,Flash Cannon
Starmie,85,Substitute
Starmie,92,Dazzling Gleam
Starmie,96,Hydro Pump
Starmie,97,Heal Block
Starmie,98,Waterfall
Starmie,105,Blizzard
Starmie,106,Thunder
Starmie,109,Facade
Starmie,110,Chilling Water
Starmie,120,Ancient Power
Starmie,127,Dream Eater
Starmie,130,Charge Beam
Starmie,144,Triple Axel
Starmie,146,Skull Bash
Starmie,147,Tri Attack
Starmie,148,Scald
Starmie,156,Meteor Beam
Scyther,10,Brick Break
Scyther,16,Light Screen
Scyther,17,Protect
Scyther,22,Aerial Ace
Scyther,27,Swift
Scyther,30,Swords Dance
Scyther,32,Double Team
Scyther,34,Night Slash
Scyther,35,Endure
Scyther,44,Hyper Beam
Scyther,45,Knock Off
Scyther,47,Agility
Scyther,55,Giga Impact
Scyther,56,Double-Edge
Scyther,81,X-Scissor
Scyther,82,U-turn
Scyther,85,Substitute
Scyther,107,Close Combat
Scyther,109,Facade
Scyther,115,Trailblaze
Scyther,117,Silver Wind
Scyther,122,False Swipe
Scyther,132,Double Hit
Scyther,134,Dual Wingbeat
Scyther,135,Dual Chop
Scyther,145,Razor Wind
Scyther,150,Vacuum Wave
Jynx,1,Focus Punch
Jynx,3,Water Pulse
Jynx,4,Calm Mind
Jynx,7,Hail
Jynx,12,Taunt
Jynx,13,Ice Beam
Jynx,14,Blizzard
Jynx,15,Hyper Beam
Jynx,16,Light Screen
Jynx,17,Protect
Jynx,18,Rain Dance
Jynx,29,Psychic
Jynx,30,Shadow Ball
Jynx,31,Brick Break
Jynx,32,Double Team
Jynx,33,Reflect
Jynx,41,Torment
Jynx,42,Facade
Jynx,44,Rest
Jynx,45,Attract
Jynx,46,Thief
Jynx,48,Skill Swap
Jynx,52,Focus Blast
Jynx,53,Energy Ball
Jynx,56,Fling
Jynx,58,Endure
Jynx,60,Drain Punch
Jynx,63,Nasty Plot
Jynx,66,Payback
Jynx,67,Recycle
Jynx,68,Giga Impact
Jynx,70,Flash
Jynx,72,Avalanche
Jynx,77,Psych Up
Jynx,82,Sleep Talk
Jynx,85,Dream Eater
Jynx,86,Grass Knot
Jynx,87,Swagger
Jynx,90,Substitute
Jynx,92,Trick Room
Electabuzz,1,Take Down
Electabuzz,7,Protect
Electabuzz,12,Low Kick
Electabuzz,18,Thief
Electabuzz,20,Trailblaze
Electabuzz,23,Charge Beam
Electabuzz,25,Facade
Electabuzz,32,Swift
Electabuzz,39,Low Sweep
Electabuzz,43,Fling
Electabuzz,47,Endure
Electabuzz,48,Volt Switch
Electabuzz,50,Rain Dance
Electabuzz,58,Brick Break
Electabuzz,64,Bulk Up
Electabuzz,66,Body Slam
Electabuzz,67,Fire Punch
Electabuzz,68,Thunder Punch
Electabuzz,69,Ice Punch
Electabuzz,70,Sleep Talk
Electabuzz,72,Electro Ball
Electabuzz,75,Light Screen
Electabuzz,80,Metronome
Electabuzz,82,Thunder Wave
Electabuzz,85,Rest
Electabuzz,87,Taunt
Electabuzz,96,Eerie Impulse
Electabuzz,103,Substitute
Electabuzz,120,Psychic
Electabuzz,126,Thunderbolt
Electabuzz,130,Helping Hand
Electabuzz,136,Electric Terrain
Electabuzz,147,Wild Charge
Electabuzz,152,Giga Impact
Electabuzz,158,Focus Blast
Electabuzz,163,Hyper Beam
Electabuzz,166,Thunder
Electabuzz,171,Tera Blast
Electabuzz,173,Charge
Electabuzz,181,Knock Off
Electabuzz,191,Uproar
Electabuzz,192,Focus Punch
Electabuzz,204,Double-Edge
Electabuzz,210,Supercell Slam
Electabuzz,211,Electroweb
Electabuzz,223,Metal Sound
Magmar,1,Take Down
Magmar,6,Scary Face
Magmar,7,Protect
Magmar,12,Low Kick
Magmar,13,Acid Spray
Magmar,17,Confuse Ray
Magmar,18,Thief
Magmar,24,Fire Spin
Magmar,25,Facade
Magmar,38,Flame Charge
Magmar,39,Low Sweep
Magmar,43,Fling
Magmar,47,Endure
Magmar,49,Sunny Day
Magmar,58,Brick Break
Magmar,66,Body Slam
Magmar,67,Fire Punch
Magmar,68,Thunder Punch
Magmar,70,Sleep Talk
Magmar,80,Metronome
Magmar,83,Poison Jab
Magmar,85,Rest
Magmar,87,Taunt
Magmar,103,Substitute
Magmar,107,Will-O-Wisp
Magmar,118,Heat Wave
Magmar,120,Psychic
Magmar,125,Flamethrower
Magmar,130,Helping Hand
Magmar,141,Fire Blast
Magmar,152,Giga Impact
Magmar,157,Overheat
Magmar,158,Focus Blast
Magmar,163,Hyper Beam
Magmar,165,Flare Blitz
Magmar,171,Tera Blast
Magmar,172,Roar
Magmar,181,Knock Off
Magmar,189,Heat Crash
Magmar,191,Uproar
Magmar,192,Focus Punch
Magmar,195,Burning Jealousy
Magmar,204,Double-Edge
Magmar,207,Temper Flare
Magmar,215,Scorching Sands
Magmar,224,Curse
Pinsir,4,Rock Smash
Pinsir,10,Brick Break
Pinsir,11,Bulk Up
Pinsir,12,Rock Slide
Pinsir,17,Protect
Pinsir,22,Aerial Ace
Pinsir,28,Dig
Pinsir,30,Swords Dance
Pinsir,35,Endure
Pinsir,36,Rock Tomb
Pinsir,37,Stealth Rock
Pinsir,44,Hyper Beam
Pinsir,55,Giga Impact
Pinsir,65,Stone Edge
Pinsir,69,Earthquake
Pinsir,80,Iron Defense
Pinsir,81,X-Scissor
Pinsir,85,Substitute
Pinsir,93,Outrage
Pinsir,102,Focus Blast
Pinsir,107,Close Combat
Pinsir,109,Facade
Pinsir,122,False Swipe
Pinsir,129,Circle Throw
Pinsir,132,Double Hit
Pinsir,134,Dual Wingbeat
Pinsir,137,Storm Throw
Tauros,1,Take Down
Tauros,6,Scary Face
Tauros,7,Protect
Tauros,18,Thief
Tauros,20,Trailblaze
Tauros,25,Facade
Tauros,28,Bulldoze
Tauros,34,Icy Wind
Tauros,36,Rock Tomb
Tauros,47,Endure
Tauros,49,Sunny Day
Tauros,50,Rain Dance
Tauros,51,Sandstorm
Tauros,53,Smart Strike
Tauros,55,Dig
Tauros,59,Zen Headbutt
Tauros,66,Body Slam
Tauros,70,Sleep Talk
Tauros,84,Stomping Tantrum
Tauros,85,Rest
Tauros,86,Rock Slide
Tauros,99,Iron Head
Tauros,103,Substitute
Tauros,114,Shadow Ball
Tauros,123,Surf
Tauros,125,Flamethrower
Tauros,126,Thunderbolt
Tauros,130,Helping Hand
Tauros,134,Reversal
Tauros,135,Ice Beam
Tauros,141,Fire Blast
Tauros,143,Blizzard
Tauros,147,Wild Charge
Tauros,149,Earthquake
Tauros,150,Stone Edge
Tauros,152,Giga Impact
Tauros,156,Outrage
Tauros,163,Hyper Beam
Tauros,166,Thunder
Tauros,167,Close Combat
Tauros,168,Solar Beam
Tauros,171,Tera Blast
Tauros,186,High Horsepower
Tauros,199,Lash Out
Tauros,204,Double-Edge
Tauros,205,Endeavor
Tauros,221,Throat Chop
Tauros,224,Curse
Magikarp,96,Hydro Pump
Magikarp,109,Facade
Gyarados,5,Roar
Gyarados,8,Thunder Wave
Gyarados,13,Ice Beam
Gyarados,15,Ice Fang
Gyarados,17,Protect
Gyarados,25,Crunch
Gyarados,33,Body Slam
Gyarados,35,Endure
Gyarados,38,Fire Blast
Gyarados,41,Water Pulse
Gyarados,44,Hyper Beam
Gyarados,49,Icy Wind
Gyarados,55,Giga Impact
Gyarados,56,Double-Edge
Gyarados,58,Iron Head
Gyarados,62,Flamethrower
Gyarados,65,Stone Edge
Gyarados,67,Thunderbolt
Gyarados,69,Earthquake
Gyarados,70,Whirlpool
Gyarados,73,Surf
Gyarados,75,Dragon Pulse
Gyarados,78,Bulldoze
Gyarados,79,Hurricane
Gyarados,85,Substitute
Gyarados,87,Iron Tail
Gyarados,90,Dark Pulse
Gyarados,93,Outrage
Gyarados,95,Taunt
Gyarados,96,Hydro Pump
Gyarados,98,Waterfall
Gyarados,105,Blizzard
Gyarados,106,Thunder
Gyarados,109,Facade
Gyarados,110,Chilling Water
Gyarados,139,Swagger
Gyarados,140,Muddy Water
Gyarados,143,Scale Shot
Gyarados,146,Skull Bash
Gyarados,148,Scald
Lapras,1,Take Down
Lapras,2,Charm
Lapras,7,Protect
Lapras,11,Water Pulse
Lapras,17,Confuse Ray
Lapras,19,Disarming Voice
Lapras,22,Chilling Water
Lapras,25,Facade
Lapras,28,Bulldoze
Lapras,34,Icy Wind
Lapras,46,Avalanche
Lapras,47,Endure
Lapras,50,Rain Dance
Lapras,52,Snowscape
Lapras,53,Smart Strike
Lapras,59,Zen Headbutt
Lapras,66,Body Slam
Lapras,70,Sleep Talk
Lapras,74,Reflect
Lapras,77,Waterfall
Lapras,85,Rest
Lapras,89,Body Press
Lapras,99,Iron Head
Lapras,100,Dragon Dance
Lapras,103,Substitute
Lapras,106,Drill Run
Lapras,110,Liquidation
Lapras,115,Dragon Pulse
Lapras,117,Hyper Voice
Lapras,120,Psychic
Lapras,123,Surf
Lapras,126,Thunderbolt
Lapras,130,Helping Hand
Lapras,135,Ice Beam
Lapras,142,Hydro Pump
Lapras,143,Blizzard
Lapras,149,Earthquake
Lapras,152,Giga Impact
Lapras,156,Outrage
Lapras,163,Hyper Beam
Lapras,166,Thunder
Lapras,171,Tera Blast
Lapras,174,Haze
Lapras,187,Icicle Spear
Lapras,193,Weather Ball
Lapras,204,Double-Edge
Lapras,208,Whirlpool
Lapras,209,Muddy Water
Lapras,224,Curse
Lapras,226,Dragon Cheer
Lapras,227,Alluring Voice
Lapras,228,Psychic Noise
Eevee,5,Roar
Eevee,6,Calm Mind
Eevee,17,Protect
Eevee,27,Swift
Eevee,28,Dig
Eevee,33,Body Slam
Eevee,35,Endure
Eevee,56,Double-Edge
Eevee,71,Hyper Voice
Eevee,74,Shadow Ball
Eevee,85,Substitute
Eevee,87,Iron Tail
Eevee,109,Facade
Eevee,115,Trailblaze
Eevee,125,Mimic
Vaporeon,1,Headbutt
Vaporeon,5,Roar
Vaporeon,6,Calm Mind
Vaporeon,9,Flip Turn
Vaporeon,13,Ice Beam
Vaporeon,17,Protect
Vaporeon,27,Swift
Vaporeon,28,Dig
Vaporeon,33,Body Slam
Vaporeon,35,Endure
Vaporeon,41,Water Pulse
Vaporeon,44,Hyper Beam
Vaporeon,49,Icy Wind
Vaporeon,55,Giga Impact
Vaporeon,56,Double-Edge
Vaporeon,70,Whirlpool
Vaporeon,71,Hyper Voice
Vaporeon,73,Surf
Vaporeon,74,Shadow Ball
Vaporeon,76,Liquidation
Vaporeon,85,Substitute
Vaporeon,87,Iron Tail
Vaporeon,95,Taunt
Vaporeon,96,Hydro Pump
Vaporeon,98,Waterfall
Vaporeon,105,Blizzard
Vaporeon,109,Facade
Vaporeon,110,Chilling Water
Vaporeon,115,Trailblaze
Vaporeon,125,Mimic
Vaporeon,140,Muddy Water
Vaporeon,146,Skull Bash
Vaporeon,148,Scald
Jolteon,1,Headbutt
Jolteon,5,Roar
Jolteon,6,Calm Mind
Jolteon,8,Thunder Wave
Jolteon,16,Light Screen
Jolteon,17,Protect
Jolteon,21,Thunder Fang
Jolteon,27,Swift
Jolteon,28,Dig
Jolteon,33,Body Slam
Jolteon,35,Endure
Jolteon,39,Discharge
Jolteon,44,Hyper Beam
Jolteon,47,Agility
Jolteon,55,Giga Impact
Jolteon,56,Double-Edge
Jolteon,66,Volt Switch
Jolteon,67,Thunderbolt
Jolteon,71,Hyper Voice
Jolteon,74,Shadow Ball
Jolteon,85,Substitute
Jolteon,86,Wild Charge
Jolteon,87,Iron Tail
Jolteon,101,Electroweb
Jolteon,106,Thunder
Jolteon,109,Facade
Jolteon,115,Trailblaze
Jolteon,122,False Swipe
Jolteon,125,Mimic
Jolteon,130,Charge Beam
Jolteon,146,Skull Bash
Flareon,1,Headbutt
Flareon,5,Roar
Flareon,6,Calm Mind
Flareon,14,Fire Fang
Flareon,17,Protect
Flareon,27,Swift
Flareon,28,Dig
Flareon,30,Swords Dance
Flareon,33,Body Slam
Flareon,35,Endure
Flareon,38,Fire Blast
Flareon,44,Hyper Beam
Flareon,55,Giga Impact
Flareon,56,Double-Edge
Flareon,57,Will-O-Wisp
Flareon,62,Flamethrower
Flareon,68,Heat Wave
Flareon,71,Hyper Voice
Flareon,72,Fire Spin
Flareon,74,Shadow Ball
Flareon,85,Substitute
Flareon,87,Iron Tail
Flareon,95,Taunt
Flareon,104,Flare Blitz
Flareon,109,Facade
Flareon,114,Flame Charge
Flareon,115,Trailblaze
Flareon,125,Mimic
Flareon,136,Scorching Sands
Flareon,146,Skull Bash
Porygon,1,Headbutt
Porygon,3,Psyshock
Porygon,8,Thunder Wave
Porygon,13,Ice Beam
Porygon,17,Protect
Porygon,27,Swift
Porygon,31,Reflect
Porygon,35,Endure
Porygon,39,Discharge
Porygon,44,Hyper Beam
Porygon,47,Agility
Porygon,48,Self-Destruct
Porygon,49,Icy Wind
Porygon,55,Giga Impact
Porygon,56,Double-Edge
Porygon,59,Zen Headbutt
Porygon,63,Psychic
Porygon,64,Solar Beam
Porygon,66,Volt Switch
Porygon,67,Thunderbolt
Porygon,74,Shadow Ball
Porygon,84,Flash Cannon
Porygon,85,Substitute
Porygon,87,Iron Tail
Porygon,97,Heal Block
Porygon,101,Electroweb
Porygon,105,Blizzard
Porygon,106,Thunder
Porygon,109,Facade
Porygon,126,Magnet Bomb
Porygon,130,Charge Beam
Porygon,146,Skull Bash
Porygon,147,Tri Attack
Omanyte,3,Water Pulse
Omanyte,7,Hail
Omanyte,13,Ice Beam
Omanyte,14,Blizzard
Omanyte,17,Protect
Omanyte,18,Rain Dance
Omanyte,32,Double Team
Omanyte,37,Sandstorm
Omanyte,39,Rock Tomb
Omanyte,42,Facade
Omanyte,44,Rest
Omanyte,45,Attract
Omanyte,46,Thief
Omanyte,49,Scald
Omanyte,55,Brine
Omanyte,58,Endure
Omanyte,69,Rock Polish
Omanyte,74,Gyro Ball
Omanyte,76,Stealth Rock
Omanyte,80,Rock Slide
Omanyte,82,Sleep Talk
Omanyte,87,Swagger
Omanyte,90,Substitute
Omanyte,95,Surf
Omanyte,98,Rock Smash
Omanyte,99,Waterfall
Omastar,3,Water Pulse
Omastar,7,Hail
Omastar,13,Ice Beam
Omastar,14,Blizzard
Omastar,15,Hyper Beam
Omastar,17,Protect
Omastar,18,Rain Dance
Omastar,32,Double Team
Omastar,37,Sandstorm
Omastar,39,Rock Tomb
Omastar,42,Facade
Omastar,44,Rest
Omastar,45,Attract
Omastar,46,Thief
Omastar,49,Scald
Omastar,55,Brine
Omastar,58,Endure
Omastar,68,Giga Impact
Omastar,69,Rock Polish
Omastar,71,Stone Edge
Omastar,74,Gyro Ball
Omastar,76,Stealth Rock
Omastar,80,Rock Slide
Omastar,82,Sleep Talk
Omastar,87,Swagger
Omastar,90,Substitute
Omastar,95,Surf
Omastar,98,Rock Smash
Omastar,99,Waterfall
Omastar,100,Rock Climb
Kabuto,3,Water Pulse
Kabuto,7,Hail
Kabuto,13,Ice Beam
Kabuto,14,Blizzard
Kabuto,17,Protect
Kabuto,18,Rain Dance
Kabuto,19,Giga Drain
Kabuto,28,Dig
Kabuto,32,Double Team
Kabuto,37,Sandstorm
Kabuto,39,Rock Tomb
Kabuto,40,Aerial Ace
Kabuto,42,Facade
Kabuto,44,Rest
Kabuto,45,Attract
Kabuto,46,Thief
Kabuto,49,Scald
Kabuto,55,Brine
Kabuto,58,Endure
Kabuto,69,Rock Polish
Kabuto,71,Stone Edge
Kabuto,76,Stealth Rock
Kabuto,80,Rock Slide
Kabuto,82,Sleep Talk
Kabuto,87,Swagger
Kabuto,90,Substitute
Kabuto,95,Surf
Kabuto,98,Rock Smash
Kabuto,99,Waterfall
Kabutops,3,Water Pulse
Kabutops,7,Hail
Kabutops,13,Ice Beam
Kabutops,14,Blizzard
Kabutops,15,Hyper Beam
Kabutops,17,Protect
Kabutops,18,Rain Dance
Kabutops,19,Giga Drain
Kabutops,28,Dig
Kabutops,31,Brick Break
Kabutops,32,Double Team
Kabutops,37,Sandstorm
Kabutops,39,Rock Tomb
Kabutops,40,Aerial Ace
Kabutops,42,Facade
Kabutops,44,Rest
Kabutops,45,Attract
Kabutops,46,Thief
Kabutops,49,Scald
Kabutops,55,Brine
Kabutops,58,Endure
Kabutops,68,Giga Impact
Kabutops,69,Rock Polish
Kabutops,71,Stone Edge
Kabutops,75,Swords Dance
Kabutops,76,Stealth Rock
Kabutops,80,Rock Slide
Kabutops,81,X-Scissor
Kabutops,82,Sleep Talk
Kabutops,87,Swagger
Kabutops,90,Substitute
Kabutops,93,Cut
Kabutops,95,Surf
Kabutops,98,Rock Smash
Kabutops,99,Waterfall
Kabutops,100,Rock Climb
Aerodactyl,2,Dragon Claw
Aerodactyl,5,Roar
Aerodactyl,12,Rock Slide
Aerodactyl,14,Fire Fang
Aerodactyl,15,Ice Fang
Aerodactyl,17,Protect
Aerodactyl,21,Thunder Fang
Aerodactyl,25,Crunch
Aerodactyl,27,Swift
Aerodactyl,35,Endure
Aerodactyl,36,Rock Tomb
Aerodactyl,37,Stealth Rock
Aerodactyl,38,Fire Blast
Aerodactyl,43,Fly
Aerodactyl,44,Hyper Beam
Aerodactyl,47,Agility
Aerodactyl,52,Earth Power
Aerodactyl,55,Giga Impact
Aerodactyl,58,Iron Head
Aerodactyl,62,Flamethrower
Aerodactyl,65,Stone Edge
Aerodactyl,68,Heat Wave
Aerodactyl,69,Earthquake
Aerodactyl,75,Dragon Pulse
Aerodactyl,79,Hurricane
Aerodactyl,85,Substitute
Aerodactyl,87,Iron Tail
Aerodactyl,94,Whirlwind
Aerodactyl,95,Taunt
Aerodactyl,109,Facade
Aerodactyl,119,Ominous Wind
Aerodactyl,120,Ancient Power
Aerodactyl,124,Psychic Fangs
Aerodactyl,134,Dual Wingbeat
Aerodactyl,139,Swagger
Aerodactyl,153,Sky Attack
Aerodactyl,156,Meteor Beam
Snorlax,1,Take Down
Snorlax,2,Charm
Snorlax,5,Mud-Slap
Snorlax,7,Protect
Snorlax,20,Trailblaze
Snorlax,22,Chilling Water
Snorlax,25,Facade
Snorlax,28,Bulldoze
Snorlax,34,Icy Wind
Snorlax,36,Rock Tomb
Snorlax,43,Fling
Snorlax,47,Endure
Snorlax,49,Sunny Day
Snorlax,50,Rain Dance
Snorlax,51,Sandstorm
Snorlax,55,Dig
Snorlax,58,Brick Break
Snorlax,59,Zen Headbutt
Snorlax,66,Body Slam
Snorlax,67,Fire Punch
Snorlax,68,Thunder Punch
Snorlax,69,Ice Punch
Snorlax,70,Sleep Talk
Snorlax,71,Seed Bomb
Snorlax,80,Metronome
Snorlax,84,Stomping Tantrum
Snorlax,85,Rest
Snorlax,86,Rock Slide
Snorlax,89,Body Press
Snorlax,99,Iron Head
Snorlax,102,Gunk Shot
Snorlax,103,Substitute
Snorlax,108,Crunch
Snorlax,114,Shadow Ball
Snorlax,117,Hyper Voice
Snorlax,121,Heavy Slam
Snorlax,122,Encore
Snorlax,123,Surf
Snorlax,125,Flamethrower
Snorlax,126,Thunderbolt
Snorlax,128,Amnesia
Snorlax,130,Helping Hand
Snorlax,135,Ice Beam
Snorlax,141,Fire Blast
Snorlax,143,Blizzard
Snorlax,147,Wild Charge
Snorlax,149,Earthquake
Snorlax,152,Giga Impact
Snorlax,156,Outrage
Snorlax,158,Focus Blast
Snorlax,163,Hyper Beam
Snorlax,166,Thunder
Snorlax,168,Solar Beam
Snorlax,171,Tera Blast
Snorlax,179,Smack Down
Snorlax,186,High Horsepower
Snorlax,189,Heat Crash
Snorlax,191,Uproar
Snorlax,192,Focus Punch
Snorlax,204,Double-Edge
Snorlax,210,Supercell Slam
Snorlax,224,Curse
Snorlax,225,Hard Press
Articuno,1,Take Down
Articuno,4,Agility
Articuno,7,Protect
Articuno,11,Water Pulse
Articuno,25,Facade
Articuno,27,Aerial Ace
Articuno,32,Swift
Articuno,34,Icy Wind
Articuno,40,Air Cutter
Articuno,46,Avalanche
Articuno,47,Endure
Articuno,49,Sunny Day
Articuno,50,Rain Dance
Articuno,51,Sandstorm
Articuno,52,Snowscape
Articuno,60,U-turn
Articuno,65,Air Slash
Articuno,70,Sleep Talk
Articuno,74,Reflect
Articuno,75,Light Screen
Articuno,85,Rest
Articuno,97,Fly
Articuno,103,Substitute
Articuno,113,Tailwind
Articuno,124,Ice Spinner
Articuno,130,Helping Hand
Articuno,135,Ice Beam
Articuno,143,Blizzard
Articuno,152,Giga Impact
Articuno,160,Hurricane
Articuno,163,Hyper Beam
Articuno,164,Brave Bird
Articuno,171,Tera Blast
Articuno,172,Roar
Articuno,174,Haze
Articuno,187,Icicle Spear
Articuno,193,Weather Ball
Articuno,197,Dual Wingbeat
Articuno,204,Double-Edge
Articuno,212,Triple Axel
Articuno,216,Feather Dance
Zapdos,1,Take Down
Zapdos,4,Agility
Zapdos,7,Protect
Zapdos,14,Acrobatics
Zapdos,25,Facade
Zapdos,27,Aerial Ace
Zapdos,32,Swift
Zapdos,40,Air Cutter
Zapdos,47,Endure
Zapdos,48,Volt Switch
Zapdos,49,Sunny Day
Zapdos,50,Rain Dance
Zapdos,51,Sandstorm
Zapdos,60,U-turn
Zapdos,70,Sleep Talk
Zapdos,72,Electro Ball
Zapdos,75,Light Screen
Zapdos,82,Thunder Wave
Zapdos,85,Rest
Zapdos,96,Eerie Impulse
Zapdos,97,Fly
Zapdos,103,Substitute
Zapdos,113,Tailwind
Zapdos,118,Heat Wave
Zapdos,126,Thunderbolt
Zapdos,130,Helping Hand
Zapdos,132,Baton Pass
Zapdos,136,Electric Terrain
Zapdos,147,Wild Charge
Zapdos,152,Giga Impact
Zapdos,160,Hurricane
Zapdos,163,Hyper Beam
Zapdos,164,Brave Bird
Zapdos,166,Thunder
Zapdos,171,Tera Blast
Zapdos,173,Charge
Zapdos,193,Weather Ball
Zapdos,197,Dual Wingbeat
Zapdos,210,Supercell Slam
Zapdos,223,Metal Sound
Moltres,1,Take Down
Moltres,4,Agility
Moltres,7,Protect
Moltres,14,Acrobatics
Moltres,24,Fire Spin
Moltres,25,Facade
Moltres,27,Aerial Ace
Moltres,32,Swift
Moltres,38,Flame Charge
Moltres,40,Air Cutter
Moltres,47,Endure
Moltres,49,Sunny Day
Moltres,50,Rain Dance
Moltres,51,Sandstorm
Moltres,60,U-turn
Moltres,65,Air Slash
Moltres,70,Sleep Talk
Moltres,85,Rest
Moltres,97,Fly
Moltres,103,Substitute
Moltres,107,Will-O-Wisp
Moltres,113,Tailwind
Moltres,118,Heat Wave
Moltres,125,Flamethrower
Moltres,130,Helping Hand
Moltres,141,Fire Blast
Moltres,152,Giga Impact
Moltres,157,Overheat
Moltres,160,Hurricane
Moltres,163,Hyper Beam
Moltres,164,Brave Bird
Moltres,165,Flare Blitz
Moltres,168,Solar Beam
Moltres,171,Tera Blast
Moltres,172,Roar
Moltres,193,Weather Ball
Moltres,195,Burning Jealousy
Moltres,197,Dual Wingbeat
Moltres,204,Double-Edge
Moltres,207,Temper Flare
Moltres,215,Scorching Sands
Dratini,8,Thunder Wave
Dratini,13,Ice Beam
Dratini,16,Light Screen
Dratini,17,Protect
Dratini,27,Swift
Dratini,35,Endure
Dratini,38,Fire Blast
Dratini,41,Water Pulse
Dratini,44,Hyper Beam
Dratini,47,Agility
Dratini,51,Safeguard
Dratini,54,Draco Meteor
Dratini,55,Giga Impact
Dratini,58,Iron Head
Dratini,62,Flamethrower
Dratini,67,Thunderbolt
Dratini,70,Whirlpool
Dratini,72,Fire Spin
Dratini,73,Surf
Dratini,75,Dragon Pulse
Dratini,85,Substitute
Dratini,93,Outrage
Dratini,96,Hydro Pump
Dratini,98,Waterfall
Dratini,105,Blizzard
Dratini,106,Thunder
Dratini,109,Facade
Dratini,110,Chilling Water
Dratini,143,Scale Shot
Dragonair,8,Thunder Wave
Dragonair,13,Ice Beam
Dragonair,16,Light Screen
Dragonair,17,Protect
Dragonair,27,Swift
Dragonair,35,Endure
Dragonair,38,Fire Blast
Dragonair,41,Water Pulse
Dragonair,44,Hyper Beam
Dragonair,47,Agility
Dragonair,51,Safeguard
Dragonair,54,Draco Meteor
Dragonair,55,Giga Impact
Dragonair,58,Iron Head
Dragonair,62,Flamethrower
Dragonair,67,Thunderbolt
Dragonair,70,Whirlpool
Dragonair,72,Fire Spin
Dragonair,73,Surf
Dragonair,75,Dragon Pulse
Dragonair,85,Substitute
Dragonair,93,Outrage
Dragonair,96,Hydro Pump
Dragonair,98,Waterfall
Dragonair,105,Blizzard
Dragonair,106,Thunder
Dragonair,109,Facade
Dragonair,110,Chilling Water
Dragonair,143,Scale Shot
Dragonite,2,Dragon Claw
Dragonite,5,Roar
Dragonite,8,Thunder Wave
Dragonite,10,Brick Break
Dragonite,12,Rock Slide
Dragonite,13,Ice Beam
Dragonite,16,Light Screen
Dragonite,17,Protect
Dragonite,22,Aerial Ace
Dragonite,23,Thunder Punch
Dragonite,24,Ice Punch
Dragonite,27,Swift
Dragonite,29,Fire Punch
Dragonite,35,Endure
Dragonite,36,Rock Tomb
Dragonite,38,Fire Blast
Dragonite,41,Water Pulse
Dragonite,43,Fly
Dragonite,44,Hyper Beam
Dragonite,47,Agility
Dragonite,51,Safeguard
Dragonite,54,Draco Meteor
Dragonite,55,Giga Impact
Dragonite,58,Iron Head
Dragonite,62,Flamethrower
Dragonite,65,Stone Edge
Dragonite,67,Thunderbolt
Dragonite,68,Heat Wave
Dragonite,69,Earthquake
Dragonite,70,Whirlpool
Dragonite,72,Fire Spin
Dragonite,73,Surf
Dragonite,75,Dragon Pulse
Dragonite,79,Hurricane
Dragonite,85,Substitute
Dragonite,93,Outrage
Dragonite,94,Whirlwind
Dragonite,96,Hydro Pump
Dragonite,98,Waterfall
Dragonite,99,Metronome
Dragonite,102,Focus Blast
Dragonite,105,Blizzard
Dragonite,106,Thunder
Dragonite,109,Facade
Dragonite,110,Chilling Water
Dragonite,134,Dual Wingbeat
Dragonite,143,Scale Shot
Dragonite,145,Razor Wind
Dragonite,146,Skull Bash
Dragonite,150,Vacuum Wave
Mewtwo,3,Psyshock
Mewtwo,6,Calm Mind
Mewtwo,7,Toxic
Mewtwo,8,Thunder Wave
Mewtwo,10,Brick Break
Mewtwo,11,Bulk Up
Mewtwo,12,Rock Slide
Mewtwo,13,Ice Beam
Mewtwo,16,Light Screen
